time_s,x_m,y_m,cross_track_m,route_progress_m,confidence,mode
1783258792.8789184,78.23174950986714,5.646349901973428,5.768515075276344,78.79084833073522,0.5,track
1783258792.978924,78.34003677432597,5.6680073548651935,5.790618636124593,78.90128010564504,0.5,track
1783258793.0789063,78.44634065272356,5.689268130544711,5.812317217058861,79.00968921570903,0.5,track
1783258793.1788723,78.55314608148365,5.710629216296731,5.834118271318927,79.1186098087901,0.5,track
1783258793.278896,78.66291050677178,5.732582101354355,5.856523658763931,79.23054799807859,0.5,track
1783258793.378873,78.76649860248398,5.753299720496795,5.877667672057087,79.33618754236107,0.5,track
1783258793.4788544,78.87352544677299,5.774705089354599,5.899514029125978,79.44533393586266,0.5,track
1783258793.5789042,78.98013469111561,5.7960269382231235,5.921275143929865,79.55405445930916,0.5,track
1783258793.6788547,79.08673481785863,5.817346963571726,5.9430344247824065,79.66276568459196,0.5,track
1783258793.7788596,79.19291684542314,5.838583369084629,5.964708352836395,79.77105053070082,0.5,track
1783258793.8788533,79.30029509457485,5.860059018914969,5.986626643257248,79.88055528825282,0.5,track
1783258793.9788704,79.40697480019827,5.881394960039654,6.008402287968465,79.98934766838846,0.5,track
1783258794.0788558,79.51411320105045,5.902822640210089,6.030271674039875,80.09860782770852,0.5,track
1783258794.1788816,79.62058818037093,5.924117636074186,6.052005547547198,80.20719142716143,0.5,track
1783258794.278898,79.72830576734228,5.945661153468455,6.073993262622498,80.31704224274624,0.5,track
1783258794.3788579,79.83409882464582,5.966819764929165,6.095587857023556,80.42493041546493,0.5,track
1783258794.4788935,79.94079370781544,5.98815874156309,6.117366665981722,80.53373827372141,0.5,track
1783258794.5788999,80.04717257150915,6.00943451430183,6.139080903744951,80.64222385408301,0.5,track
1783258794.678882,80.15431711210725,6.030863422421451,6.1609515446554814,80.75149027473995,0.5,track
1783258794.7790263,80.26101860757146,6.052203721514292,6.182730396210371,80.86030487624025,0.5,track
1783258794.878903,80.3680645929768,6.073612918595358,6.204579586180365,80.96947078992696,0.5,track
1783258794.9785943,80.47363441116448,6.094726882232897,6.226128213065163,81.07713130252405,0.5,track
1783258795.0789552,80.58088004336203,6.116176008672406,6.248019817610334,81.18650081678862,0.5,track
1783258795.178903,80.68797893644097,6.137595787288194,6.269881700206477,81.29572068592736,0.5,track
1783258795.2789562,80.7948178803188,6.15896357606376,6.291690591524909,81.40467545785631,0.5,track
1783258795.3788815,80.90052289437716,6.18010457887543,6.313267908081179,81.51247384372994,0.5,track
1783258795.4790537,81.00738010965449,6.201476021930899,6.335080649611875,81.62144724890342,0.5,track
1783258795.578867,81.11499379197097,6.222998758394195,6.357047919006917,81.73119210211567,0.5,track
1783258795.6788495,81.22177141422986,6.244354282845973,6.378844393596799,81.8400843380183,0.5,track
1783258795.7788038,81.32889883440046,6.265779766880094,6.400712328498887,81.94933329919645,0.5,track
1783258795.8788943,81.43419117857562,6.286838235715123,6.4222054167523845,82.05671084271265,0.5,track
1783258795.979006,81.54202057983284,6.308404115966566,6.444216748653484,82.16667568694257,0.5,track
1783258796.0788906,81.64876020925969,6.329752041851938,6.466005440025124,82.27552917760681,0.5,track
1783258796.1788802,81.75554783187089,6.351109566374177,6.487803861390809,82.38443161190773,0.5,track
1783258796.2788215,81.86233815968794,6.372467631937587,6.509602750367816,82.49333680498816,0.5,track
1783258796.3788753,81.96912280130189,6.393824560260379,6.531400374490755,82.60223619925648,0.5,track
1783258796.4789507,82.07479724684893,6.414959449369787,6.552971117480857,82.71000341124298,0.5,track
1783258796.578819,82.18251924734747,6.436503849469492,6.574959949548206,82.81985872776002,0.5,track
1783258796.678881,82.28928555679897,6.457857111359796,6.5967534355935,82.92873942681754,0.5,track
1783258796.7779884,82.3954428231798,6.479088564635961,6.618422367743128,83.03699902137464,0.5,track
1783258796.8788402,82.50197763021788,6.500395526043578,6.640166189478262,83.14564363336743,0.5,track
1783258796.9789176,82.60956459813094,6.521912919626188,6.662124544711659,83.25536124312683,0.5,track
1783258797.078842,82.71633477781293,6.5432669555625855,6.683917638240184,83.36424588906047,0.5,track
1783258797.1787894,82.82325113721282,6.564650227442562,6.705741459843316,83.47327960964094,0.5,track
1783258797.2788277,82.92979424786242,6.5859588495724815,6.727489511987574,83.58193268968918,0.5,track
1783258797.3788962,83.03642023532629,6.6072840470652565,6.749254690371189,83.69067028783604,0.5,track
1783258797.4789093,83.14232749340451,6.6284654986808995,6.770873150185456,83.79867492295044,0.5,track
1783258797.5782685,83.25009300023476,6.650018600046951,6.792871099490562,83.90857460739437,0.5,track
1783258797.6788561,83.35686597322763,6.671373194645527,6.814666296780478,84.01746210195738,0.5,track
1783258797.7789586,83.46360942050167,6.692721884100335,6.8364553640142525,84.12631948607708,0.5,track
1783258797.8789365,83.56987508530872,6.713975017061746,6.858146752012055,84.23468962577229,0.5,track
1783258797.9788516,83.67708448349418,6.735416896698836,6.8800306790893195,84.34402218844991,0.5,track
