route_progress_m,burial_depth_m,burial_sigma_m,accuracy_target_m,accuracy_pass
71.28027888586436,1.5,,0.15,False
71.38908350545839,1.5,,0.15,False
71.49699922469354,1.5,,0.15,False
71.60676632669268,1.5,,0.15,False
71.71565541287364,1.5,,0.15,False
71.82450418489569,1.5,,0.15,False
71.9334496763382,1.5,,0.15,False
72.04240225259619,1.5,,0.15,False
72.15116943583752,1.5,,0.15,False
72.2599633480086,1.5,,0.15,False
72.36880376006678,1.5,,0.15,False
72.47771951170867,1.5,,0.15,False
72.5865509916344,1.5,,0.15,False
72.69539060918348,1.5,,0.15,False
72.80430948525546,1.5,,0.15,False
72.91339534981424,1.5,,0.15,False
73.02115856119212,1.5,,0.15,False
73.13084494764655,1.5,,0.15,False
73.23980903118684,1.5,,0.15,False
73.34882559394518,1.5,,0.15,False
73.4566466428266,1.5,,0.15,False
73.56638823498268,1.5,,0.15,False
73.67521150763284,1.5,,0.15,False
73.78321258511713,1.5,,0.15,False
73.8929738944909,1.5,,0.15,False
74.00221207365438,1.5,,0.15,False
74.11071820740621,1.5,,0.15,False
74.21850271967983,1.5,,0.15,False
74.32838302256555,1.5,,0.15,False
74.43618566150306,1.5,,0.15,False
74.54635082704664,1.5,,0.15,False
74.65511659489577,1.5,,0.15,False
74.76427922697079,1.5,,0.15,False
74.87273520414027,1.5,,0.15,False
74.98179464492597,1.5,,0.15,False
75.08954656711526,1.5,,0.15,False
75.19930999429167,1.5,,0.15,False
75.30820582847792,1.5,,0.15,False
75.41746066241967,1.5,,0.15,False
75.52591406926648,1.5,,0.15,False
75.63481419141812,1.5,,0.15,False
75.7437483459184,1.5,,0.15,False
75.85167082609551,1.5,,0.15,False
75.96144181313993,1.5,,0.15,False
76.07053618455005,1.5,,0.15,False
76.17910992774902,1.5,,0.15,False
76.2879717285202,1.5,,0.15,False
76.39688042890594,1.5,,0.15,False
76.50571092025065,1.5,,0.15,False
76.61370897204209,1.5,,0.15,False
76.7234191592507,1.5,,0.15,False
76.83151859781954,1.5,,0.15,False
76.94145544476387,1.5,,0.15,False
77.04992049893966,1.5,,0.15,False
77.1588804873099,1.5,,0.15,False
77.26775382167668,1.5,,0.15,False
77.37663264140105,1.5,,0.15,False
77.48451255133915,1.5,,0.15,False
77.59336445111617,1.5,,0.15,False
77.70328672244219,1.5,,0.15,False
77.8120683844972,1.5,,0.15,False
77.92105226814718,1.5,,0.15,False
78.02987060785921,1.5,,0.15,False
78.13865758331201,1.5,,0.15,False
78.24755178035568,1.5,,0.15,False
78.35643044074554,1.5,,0.15,False
78.46526527802959,1.5,,0.15,False
78.57410820657182,1.5,,0.15,False
78.6831915074414,1.5,,0.15,False
78.79084833073522,1.5,,0.15,False
78.90128010564504,1.5,,0.15,False
79.00968921570903,1.5,,0.15,False
79.1186098087901,1.5,,0.15,False
